Indicator_cases,Country,Date,cases,Indicator_deaths,deaths
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-02,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-05,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-06,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-07,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
,Mali,2015-01-08,,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
,Mali,2015-01-09,,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
,Mali,2015-01-12,,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
,Mali,2015-01-13,,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-14,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-15,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-16,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-19,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-20,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-21,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-22,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-23,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-26,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-27,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-28,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-29,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-01-30,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-02,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-03,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-04,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-05,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-06,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-10,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-11,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-12,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-13,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-16,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-17,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-18,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-19,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-20,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-23,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-25,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-26,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-02-27,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-02,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-04,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-05,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-06,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-10,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-11,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-12,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-13,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-16,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-17,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-18,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-20,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-23,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-24,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-25,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-26,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-27,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-07,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-09,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-13,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-14,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-15,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-16,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-17,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-20,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-21,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-22,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-23,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-24,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-27,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-28,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-30,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-01,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-04,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-05,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-06,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-07,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-08,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-11,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-12,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-13,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-05-14,8.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",6.0
